"GEO_ID","NAME","B19083_001E","B19083_001M"
"0600000US0901171670","Sprague town, New London County, Connecticut","0.3545","0.0357"
"0600000US0901173770","Stonington town, New London County, Connecticut","0.4425","0.0177"
"0600000US0901178600","Voluntown town, New London County, Connecticut","0.3108","0.0306"
"0600000US0901180280","Waterford town, New London County, Connecticut","0.4212","0.0270"
"0600000US0901301080","Andover town, Tolland County, Connecticut","0.3786","0.0479"
"0600000US0901306260","Bolton town, Tolland County, Connecticut","0.3701","0.0323"
"0600000US0901316400","Columbia town, Tolland County, Connecticut","0.3601","0.0448"
"0600000US0901317800","Coventry town, Tolland County, Connecticut","0.3288","0.0220"
"0600000US0901325360","Ellington town, Tolland County, Connecticut","0.3474","0.0233"
"0600000US0901337910","Hebron town, Tolland County, Connecticut","0.3212","0.0219"
"0600000US0901344910","Mansfield town, Tolland County, Connecticut","0.4540","0.0363"
"0600000US0901369220","Somers town, Tolland County, Connecticut","0.3805","0.0255"
"0600000US0901372090","Stafford town, Tolland County, Connecticut","0.3853","0.0266"
"0600000US0901376290","Tolland town, Tolland County, Connecticut","0.3612","0.0264"
"0600000US0901377830","Union town, Tolland County, Connecticut","0.3085","0.0436"
"0600000US0901378250","Vernon town, Tolland County, Connecticut","0.4104","0.0219"
"0600000US0901385950","Willington town, Tolland County, Connecticut","0.4357","0.0638"
"0600000US0901501430","Ashford town, Windham County, Connecticut","0.3919","0.0394"
"0600000US0901509190","Brooklyn town, Windham County, Connecticut","0.3937","0.0362"
"0600000US0901512130","Canterbury town, Windham County, Connecticut","0.3393","0.0352"
"0600000US0901513810","Chaplin town, Windham County, Connecticut","0.3803","0.0897"
"0600000US0901521860","Eastford town, Windham County, Connecticut","0.3738","0.0412"
"0600000US0901536000","Hampton town, Windham County, Connecticut","0.3699","0.0538"
"0600000US0901540500","Killingly town, Windham County, Connecticut","0.4133","0.0231"
"0600000US0901559980","Plainfield town, Windham County, Connecticut","0.3504","0.0210"
"0600000US0901561030","Pomfret town, Windham County, Connecticut","0.3726","0.0333"
"0600000US0901562710","Putnam town, Windham County, Connecticut","0.4155","0.0311"
"0600000US0901567400","Scotland town, Windham County, Connecticut","0.3088","0.0343"
"0600000US0901573420","Sterling town, Windham County, Connecticut","0.3663","0.0421"
"0600000US0901575870","Thompson town, Windham County, Connecticut","0.4155","0.0410"
"0600000US0901586790","Windham town, Windham County, Connecticut","0.4606","0.0245"
"0600000US0901588190","Woodstock town, Windham County, Connecticut","0.4126","0.0418"
"0400000US09","Connecticut","0.4874","0.0021"
