"GEO_ID","NAME","B19083_001E","B19083_001M"
"0600000US0901171670","Sprague town, New London County, Connecticut","0.4195","0.0426"
"0600000US0901173770","Stonington town, New London County, Connecticut","0.4803","0.0230"
"0600000US0901178600","Voluntown town, New London County, Connecticut","0.3559","0.0382"
"0600000US0901180280","Waterford town, New London County, Connecticut","0.3968","0.0204"
"0600000US0901301080","Andover town, Tolland County, Connecticut","0.3199","0.0372"
"0600000US0901306260","Bolton town, Tolland County, Connecticut","0.3968","0.0316"
"0600000US0901316400","Columbia town, Tolland County, Connecticut","0.3786","0.0356"
"0600000US0901317800","Coventry town, Tolland County, Connecticut","0.3768","0.0484"
"0600000US0901325360","Ellington town, Tolland County, Connecticut","0.4306","0.0386"
"0600000US0901337910","Hebron town, Tolland County, Connecticut","0.3824","0.0231"
"0600000US0901344910","Mansfield town, Tolland County, Connecticut","0.5601","0.0460"
"0600000US0901369220","Somers town, Tolland County, Connecticut","0.4255","0.0448"
"0600000US0901372090","Stafford town, Tolland County, Connecticut","0.4003","0.0225"
"0600000US0901376290","Tolland town, Tolland County, Connecticut","0.4096","0.0381"
"0600000US0901377830","Union town, Tolland County, Connecticut","0.3589","0.0370"
"0600000US0901378250","Vernon town, Tolland County, Connecticut","0.4213","0.0171"
"0600000US0901385950","Willington town, Tolland County, Connecticut","0.4386","0.0464"
"0600000US0901501430","Ashford town, Windham County, Connecticut","0.4228","0.0376"
"0600000US0901509190","Brooklyn town, Windham County, Connecticut","0.4138","0.0493"
"0600000US0901512130","Canterbury town, Windham County, Connecticut","0.3569","0.0473"
"0600000US0901513810","Chaplin town, Windham County, Connecticut","0.3625","0.0373"
"0600000US0901521860","Eastford town, Windham County, Connecticut","0.3358","0.0263"
"0600000US0901536000","Hampton town, Windham County, Connecticut","0.3962","0.0257"
"0600000US0901540500","Killingly town, Windham County, Connecticut","0.4215","0.0259"
"0600000US0901559980","Plainfield town, Windham County, Connecticut","0.3864","0.0277"
"0600000US0901561030","Pomfret town, Windham County, Connecticut","0.4523","0.0442"
"0600000US0901562710","Putnam town, Windham County, Connecticut","0.4398","0.0296"
"0600000US0901567400","Scotland town, Windham County, Connecticut","0.3421","0.0365"
"0600000US0901573420","Sterling town, Windham County, Connecticut","0.3420","0.0439"
"0600000US0901575870","Thompson town, Windham County, Connecticut","0.3847","0.0243"
"0600000US0901586790","Windham town, Windham County, Connecticut","0.4269","0.0199"
"0600000US0901588190","Woodstock town, Windham County, Connecticut","0.4118","0.0528"
"0400000US09","Connecticut","0.4963","0.0017"
