"GEO_ID","NAME","B19083_001E","B19083_001M"
"0600000US0900946940","Middlebury town, New Haven County, Connecticut","0.4114","0.0405"
"0600000US0900954870","North Haven town, New Haven County, Connecticut","0.4137","0.0241"
"0600000US0900982870","West Haven town, New Haven County, Connecticut","0.4324","0.0195"
"0600000US0901344910","Mansfield town, Tolland County, Connecticut","0.4565","0.0284"
"0600000US0901575870","Thompson town, Windham County, Connecticut","0.4038","0.0443"
"0600000US0900371390","South Windsor town, Hartford County, Connecticut","0.4149","0.0261"
"0600000US0900517240","Cornwall town, Litchfield County, Connecticut","0.4667","0.0448"
"0600000US0901513810","Chaplin town, Windham County, Connecticut","0.3970","0.0893"
"0600000US0900324800","East Windsor town, Hartford County, Connecticut","0.3533","0.0328"
"0600000US0900579720","Washington town, Litchfield County, Connecticut","0.5573","0.0674"
"0600000US0900781680","Westbrook town, Middlesex County, Connecticut","0.5063","0.0600"
"0600000US0900987560","Wolcott town, New Haven County, Connecticut","0.3781","0.0273"
"0600000US0900332640","Granby town, Hartford County, Connecticut","0.4517","0.0711"
"0600000US0900735230","Haddam town, Middlesex County, Connecticut","0.3821","0.0360"
"0600000US0900957600","Orange town, New Haven County, Connecticut","0.4526","0.0267"
"0600000US0900903250","Beacon Falls town, New Haven County, Connecticut","0.3283","0.0282"
"0600000US0900946520","Meriden town, New Haven County, Connecticut","0.4099","0.0135"
"0600000US0901133900","Griswold town, New London County, Connecticut","0.4294","0.0509"
"0600000US0901562710","Putnam town, Windham County, Connecticut","0.4113","0.0325"
"0600000US0900108980","Brookfield town, Fairfield County, Connecticut","0.4421","0.0384"
"0600000US0900718080","Cromwell town, Middlesex County, Connecticut","0.3867","0.0230"
"0600000US0900944560","Madison town, New Haven County, Connecticut","0.4630","0.0345"
"0600000US0901512130","Canterbury town, Windham County, Connecticut","0.3448","0.0354"
"0600000US0900168310","Sherman town, Fairfield County, Connecticut","0.4627","0.0763"
"0600000US0900186370","Wilton town, Fairfield County, Connecticut","0.4686","0.0192"
"0600000US0900551350","New Hartford town, Litchfield County, Connecticut","0.3965","0.0464"
"0600000US0900914160","Cheshire town, New Haven County, Connecticut","0.3854","0.0166"
"0600000US0901378250","Vernon town, Tolland County, Connecticut","0.4187","0.0215"
"0600000US0900150580","New Canaan town, Fairfield County, Connecticut","0.5352","0.0166"
"0600000US0900947535","Milford town, New Haven County, Connecticut","0.4253","0.0126"
"0600000US0901143230","Lisbon town, New London County, Connecticut","0.3747","0.0371"
"0400000US09","Connecticut","0.4919","0.0024"
