"GEO_ID","NAME","B19083_001E","B19083_001M"
"0600000US0901171670","Sprague town, New London County, Connecticut","0.3573","0.0473"
"0600000US0901173770","Stonington town, New London County, Connecticut","0.4611","0.0190"
"0600000US0901178600","Voluntown town, New London County, Connecticut","0.2903","0.0289"
"0600000US0901180280","Waterford town, New London County, Connecticut","0.4058","0.0184"
"0600000US0901301080","Andover town, Tolland County, Connecticut","0.3872","0.0641"
"0600000US0901306260","Bolton town, Tolland County, Connecticut","0.3893","0.0489"
"0600000US0901316400","Columbia town, Tolland County, Connecticut","0.3173","0.0368"
"0600000US0901317800","Coventry town, Tolland County, Connecticut","0.3077","0.0280"
"0600000US0901325360","Ellington town, Tolland County, Connecticut","0.3716","0.0336"
"0600000US0901337910","Hebron town, Tolland County, Connecticut","0.3462","0.0335"
"0600000US0901344910","Mansfield town, Tolland County, Connecticut","0.4692","0.0404"
"0600000US0901369220","Somers town, Tolland County, Connecticut","0.3507","0.0320"
"0600000US0901372090","Stafford town, Tolland County, Connecticut","0.3488","0.0212"
"0600000US0901376290","Tolland town, Tolland County, Connecticut","0.3694","0.0289"
"0600000US0901377830","Union town, Tolland County, Connecticut","0.2985","0.0437"
"0600000US0901378250","Vernon town, Tolland County, Connecticut","0.3913","0.0190"
"0600000US0901385950","Willington town, Tolland County, Connecticut","0.4142","0.0329"
"0600000US0901501430","Ashford town, Windham County, Connecticut","0.3813","0.0377"
"0600000US0901509190","Brooklyn town, Windham County, Connecticut","0.3720","0.0371"
"0600000US0901512130","Canterbury town, Windham County, Connecticut","0.2891","0.0256"
"0600000US0901513810","Chaplin town, Windham County, Connecticut","0.3636","0.0778"
"0600000US0901521860","Eastford town, Windham County, Connecticut","0.3610","0.0395"
"0600000US0901536000","Hampton town, Windham County, Connecticut","0.3784","0.0471"
"0600000US0901540500","Killingly town, Windham County, Connecticut","0.3993","0.0196"
"0600000US0901559980","Plainfield town, Windham County, Connecticut","0.3500","0.0227"
"0600000US0901561030","Pomfret town, Windham County, Connecticut","0.4004","0.0418"
"0600000US0901562710","Putnam town, Windham County, Connecticut","0.4540","0.0531"
"0600000US0901567400","Scotland town, Windham County, Connecticut","0.3040","0.0272"
"0600000US0901573420","Sterling town, Windham County, Connecticut","0.3301","0.0459"
"0600000US0901575870","Thompson town, Windham County, Connecticut","0.3758","0.0293"
"0600000US0901586790","Windham town, Windham County, Connecticut","0.4484","0.0208"
"0600000US0901588190","Woodstock town, Windham County, Connecticut","0.4117","0.0493"
"0400000US09","Connecticut","0.4825","0.0025"
