"GEO_ID","NAME","B19083_001E","B19083_001M"
"0600000US0900580490","Watertown town, Litchfield County, Connecticut","0.4325","0.0309"
"0600000US0900516050","Colebrook town, Litchfield County, Connecticut","0.3483","0.0348"
"0600000US0900532290","Goshen town, Litchfield County, Connecticut","0.4199","0.0493"
"0600000US0900587910","Woodbury town, Litchfield County, Connecticut","0.4690","0.0381"
"0600000US0900508210","Bridgewater town, Litchfield County, Connecticut","0.4750","0.0414"
"0600000US0900510940","Canaan town, Litchfield County, Connecticut","0.5251","0.0556"
"0600000US0900504930","Bethlehem town, Litchfield County, Connecticut","0.4709","0.0527"
"0600000US0900543370","Litchfield town, Litchfield County, Connecticut","0.4722","0.0211"
"0600000US0900579510","Warren town, Litchfield County, Connecticut","0.4566","0.0362"
"0600000US0900540290","Kent town, Litchfield County, Connecticut","0.4735","0.0756"
"0600000US0900553470","Norfolk town, Litchfield County, Connecticut","0.4632","0.0376"
"0600000US0900554030","North Canaan town, Litchfield County, Connecticut","0.4024","0.0546"
"0600000US0900565930","Roxbury town, Litchfield County, Connecticut","0.5158","0.0367"
"0600000US0900586440","Winchester town, Litchfield County, Connecticut","0.4105","0.0335"
"0600000US0900551350","New Hartford town, Litchfield County, Connecticut","0.3775","0.0330"
"0600000US0900579720","Washington town, Litchfield County, Connecticut","0.5858","0.0849"
"0600000US0900502760","Barkhamsted town, Litchfield County, Connecticut","0.3617","0.0324"
"0600000US0900325990","Enfield town, Hartford County, Connecticut","0.3939","0.0198"
"0600000US0900352140","Newington town, Hartford County, Connecticut","0.3684","0.0136"
"0600000US0900368940","Simsbury town, Hartford County, Connecticut","0.4601","0.0217"
"0600000US0900371390","South Windsor town, Hartford County, Connecticut","0.4043","0.0166"
"0600000US0900382590","West Hartford town, Hartford County, Connecticut","0.4746","0.0119"
"0600000US0900387070","Windsor Locks town, Hartford County, Connecticut","0.4334","0.0569"
"0600000US0900324800","East Windsor town, Hartford County, Connecticut","0.3804","0.0280"
"0600000US0900308490","Bristol town, Hartford County, Connecticut","0.4312","0.0249"
"0600000US0900327600","Farmington town, Hartford County, Connecticut","0.4907","0.0201"
"0600000US0900370550","Southington town, Hartford County, Connecticut","0.3948","0.0148"
"0600000US0900302060","Avon town, Hartford County, Connecticut","0.4895","0.0215"
"0600000US0900384900","Wethersfield town, Hartford County, Connecticut","0.4443","0.0260"
"0600000US0900304300","Berlin town, Hartford County, Connecticut","0.4084","0.0235"
"0600000US0900332640","Granby town, Hartford County, Connecticut","0.4026","0.0325"
"0600000US0900337140","Hartland town, Hartford County, Connecticut","0.3921","0.0346"
"0600000US0900337070","Hartford town, Hartford County, Connecticut","0.5076","0.0132"
"0600000US0900344700","Manchester town, Hartford County, Connecticut","0.4138","0.0133"
"0600000US0900305910","Bloomfield town, Hartford County, Connecticut","0.4389","0.0266"
"0600000US0900374540","Suffield town, Hartford County, Connecticut","0.4081","0.0263"
"0600000US0900345820","Marlborough town, Hartford County, Connecticut","0.4007","0.0489"
"0600000US0901513810","Chaplin town, Windham County, Connecticut","0.3682","0.0329"
"0600000US0901512130","Canterbury town, Windham County, Connecticut","0.3479","0.0410"
"0600000US0901559980","Plainfield town, Windham County, Connecticut","0.3954","0.0271"
"0600000US0901501430","Ashford town, Windham County, Connecticut","0.4265","0.0383"
"0600000US0901588190","Woodstock town, Windham County, Connecticut","0.3679","0.0507"
"0600000US0901567400","Scotland town, Windham County, Connecticut","0.3300","0.0364"
"0600000US0901561030","Pomfret town, Windham County, Connecticut","0.4410","0.0393"
"0600000US0901509190","Brooklyn town, Windham County, Connecticut","0.4322","0.0482"
"0600000US0901540500","Killingly town, Windham County, Connecticut","0.4045","0.0251"
"0600000US0901562710","Putnam town, Windham County, Connecticut","0.4221","0.0277"
"0600000US0901573420","Sterling town, Windham County, Connecticut","0.3365","0.0377"
"0600000US0901521860","Eastford town, Windham County, Connecticut","0.3453","0.0292"
"0600000US0901536000","Hampton town, Windham County, Connecticut","0.3941","0.0333"
"0600000US0901115910","Colchester town, New London County, Connecticut","0.3841","0.0354"
"0600000US0901142600","Ledyard town, New London County, Connecticut","0.3842","0.0390"
"0600000US0901152350","New London town, New London County, Connecticut","0.4974","0.0308"
"0600000US0901106820","Bozrah town, New London County, Connecticut","0.3412","0.0267"
"0600000US0901162150","Preston town, New London County, Connecticut","0.4204","0.0419"
"0600000US0901100000","County subdivisions not defined, New London County, Connecticut","-","**"
"0600000US0901129910","Franklin town, New London County, Connecticut","0.3966","0.0348"
"0600000US0901142390","Lebanon town, New London County, Connecticut","0.3379","0.0386"
"0600000US0901166210","Salem town, New London County, Connecticut","0.3921","0.0547"
"0600000US0901171670","Sprague town, New London County, Connecticut","0.3994","0.0316"
"0600000US0901134250","Groton town, New London County, Connecticut","0.4325","0.0187"
"0600000US0901133900","Griswold town, New London County, Connecticut","0.4361","0.0510"
"0600000US0900781680","Westbrook town, Middlesex County, Connecticut","0.5347","0.0503"
"0600000US0900720810","Durham town, Middlesex County, Connecticut","0.4312","0.0710"
"0600000US0900761800","Portland town, Middlesex County, Connecticut","0.4308","0.0458"
"0600000US0900747080","Middlefield town, Middlesex County, Connecticut","0.4077","0.0463"
"0600000US0900722490","East Hampton town, Middlesex County, Connecticut","0.3825","0.0378"
"0600000US0901306260","Bolton town, Tolland County, Connecticut","0.3911","0.0316"
"0600000US0900168170","Shelton town, Fairfield County, Connecticut","0.4313","0.0196"
"0600000US0900118500","Danbury town, Fairfield County, Connecticut","0.4465","0.0156"
"0600000US0900177200","Trumbull town, Fairfield County, Connecticut","0.4085","0.0227"
"0600000US0900922910","East Haven town, New Haven County, Connecticut","0.4107","0.0132"
"0600000US0900946940","Middlebury town, New Haven County, Connecticut","0.4127","0.0271"
"0600000US0900901220","Ansonia town, New Haven County, Connecticut","0.4487","0.0273"
"0600000US0900958300","Oxford town, New Haven County, Connecticut","0.3719","0.0331"
"0600000US0900919550","Derby town, New Haven County, Connecticut","0.4366","0.0314"
"0600000US0900969640","Southbury town, New Haven County, Connecticut","0.4442","0.0215"
"0600000US0900967610","Seymour town, New Haven County, Connecticut","0.4065","0.0223"
"0600000US0900537280","Harwinton town, Litchfield County, Connecticut","0.3558","0.0339"
"0600000US0900312270","Canton town, Hartford County, Connecticut","0.4434","0.0403"
"0600000US0900360120","Plainville town, Hartford County, Connecticut","0.4130","0.0225"
"0600000US0900387000","Windsor town, Hartford County, Connecticut","0.3882","0.0158"
"0600000US0900350440","New Britain town, Hartford County, Connecticut","0.4618","0.0152"
"0600000US0900322070","East Granby town, Hartford County, Connecticut","0.3682","0.0367"
"0600000US0900310100","Burlington town, Hartford County, Connecticut","0.3872","0.0265"
"0600000US0900322630","East Hartford town, Hartford County, Connecticut","0.4258","0.0198"
"0600000US0900331240","Glastonbury town, Hartford County, Connecticut","0.4443","0.0197"
"0600000US0900365370","Rocky Hill town, Hartford County, Connecticut","0.3977","0.0215"
"0600000US0901575870","Thompson town, Windham County, Connecticut","0.3795","0.0267"
"0600000US0901586790","Windham town, Windham County, Connecticut","0.4344","0.0212"
"0400000US09","Connecticut","0.4960","0.0021"
