"GEO_ID","NAME","B19083_001E","B19083_001M"
"0600000US0900946940","Middlebury town, New Haven County, Connecticut","0.4338","0.0359"
"0600000US0900954870","North Haven town, New Haven County, Connecticut","0.4052","0.0238"
"0600000US0900982870","West Haven town, New Haven County, Connecticut","0.4422","0.0238"
"0600000US0901344910","Mansfield town, Tolland County, Connecticut","0.4771","0.0235"
"0600000US0901575870","Thompson town, Windham County, Connecticut","0.3985","0.0392"
"0600000US0900371390","South Windsor town, Hartford County, Connecticut","0.4157","0.0245"
"0600000US0900517240","Cornwall town, Litchfield County, Connecticut","0.5085","0.0415"
"0600000US0901513810","Chaplin town, Windham County, Connecticut","0.3613","0.0387"
"0600000US0900324800","East Windsor town, Hartford County, Connecticut","0.3637","0.0311"
"0600000US0900579720","Washington town, Litchfield County, Connecticut","0.6117","0.0762"
"0600000US0900781680","Westbrook town, Middlesex County, Connecticut","0.5212","0.0609"
"0600000US0900987560","Wolcott town, New Haven County, Connecticut","0.3867","0.0264"
"0600000US0900332640","Granby town, Hartford County, Connecticut","0.4262","0.0722"
"0600000US0900735230","Haddam town, Middlesex County, Connecticut","0.3854","0.0364"
"0600000US0900957600","Orange town, New Haven County, Connecticut","0.4549","0.0251"
"0600000US0900903250","Beacon Falls town, New Haven County, Connecticut","0.3540","0.0350"
"0600000US0900946520","Meriden town, New Haven County, Connecticut","0.4010","0.0129"
"0600000US0901133900","Griswold town, New London County, Connecticut","0.4486","0.0556"
"0600000US0901562710","Putnam town, Windham County, Connecticut","0.3967","0.0264"
"0600000US0900108980","Brookfield town, Fairfield County, Connecticut","0.4256","0.0334"
"0600000US0900718080","Cromwell town, Middlesex County, Connecticut","0.3847","0.0200"
"0600000US0900944560","Madison town, New Haven County, Connecticut","0.4565","0.0292"
"0600000US0901512130","Canterbury town, Windham County, Connecticut","0.3514","0.0382"
"0600000US0900168310","Sherman town, Fairfield County, Connecticut","0.4967","0.0810"
"0600000US0900186370","Wilton town, Fairfield County, Connecticut","0.4688","0.0180"
"0600000US0900551350","New Hartford town, Litchfield County, Connecticut","0.3742","0.0343"
"0600000US0900914160","Cheshire town, New Haven County, Connecticut","0.3905","0.0192"
"0600000US0901378250","Vernon town, Tolland County, Connecticut","0.4082","0.0195"
"0600000US0900150580","New Canaan town, Fairfield County, Connecticut","0.5518","0.0152"
"0600000US0900947535","Milford town, New Haven County, Connecticut","0.4328","0.0125"
"0600000US0901143230","Lisbon town, New London County, Connecticut","0.3772","0.0351"
"0400000US09","Connecticut","0.4930","0.0019"
