"GEO_ID","NAME","B19083_001E","B19083_001M"
"0600000US0901325360","Ellington town, Tolland County, Connecticut","0.374","0.031"
"0600000US0901337910","Hebron town, Tolland County, Connecticut","0.357","0.031"
"0600000US0901344910","Mansfield town, Tolland County, Connecticut","0.465","0.031"
"0600000US0901369220","Somers town, Tolland County, Connecticut","0.374","0.035"
"0600000US0901372090","Stafford town, Tolland County, Connecticut","0.345","0.018"
"0600000US0901376290","Tolland town, Tolland County, Connecticut","0.365","0.025"
"0600000US0901377830","Union town, Tolland County, Connecticut","0.284","0.044"
"0600000US0901378250","Vernon town, Tolland County, Connecticut","0.397","0.018"
"0600000US0901385950","Willington town, Tolland County, Connecticut","0.410","0.034"
"0600000US0901501430","Ashford town, Windham County, Connecticut","0.347","0.030"
"0600000US0901509190","Brooklyn town, Windham County, Connecticut","0.367","0.037"
"0600000US0901512130","Canterbury town, Windham County, Connecticut","0.294","0.037"
"0600000US0901513810","Chaplin town, Windham County, Connecticut","0.372","0.083"
"0600000US0901521860","Eastford town, Windham County, Connecticut","0.382","0.040"
"0600000US0901536000","Hampton town, Windham County, Connecticut","0.340","0.025"
"0600000US0901540500","Killingly town, Windham County, Connecticut","0.388","0.022"
"0600000US0901559980","Plainfield town, Windham County, Connecticut","0.356","0.023"
"0600000US0901561030","Pomfret town, Windham County, Connecticut","0.417","0.041"
"0600000US0901562710","Putnam town, Windham County, Connecticut","0.435","0.053"
"0600000US0901567400","Scotland town, Windham County, Connecticut","0.311","0.029"
"0600000US0901573420","Sterling town, Windham County, Connecticut","0.349","0.040"
"0600000US0901575870","Thompson town, Windham County, Connecticut","0.388","0.030"
"0600000US0901586790","Windham town, Windham County, Connecticut","0.445","0.023"
"0600000US0901588190","Woodstock town, Windham County, Connecticut","0.397","0.048"
"0400000US09","Connecticut","0.482","0.003"
